Venue,Date,Time,Party Size,Status,Source,Guest Name,Visit Count,Lifetime Spend,Tags,Wait Time (min),No Show
"Park On Fremont",2026-03-05,17:30,2,Completed,Google,"Rachel Robinson",3,669,"",0,No
"Park On Fremont",2026-03-05,23:00,3,Completed,SevenRooms,"Samantha Harris",10,3344,"Regular; VIP; Date Night",0,No
"Park On Fremont",2026-03-05,23:30,3,Completed,Walk-in,"Austin Perez",2,404,"",12,No
"Park On Fremont",2026-03-05,21:00,5,Cancelled,Walk-in,"Austin Harris",3,1489,"",24,No
"Park On Fremont",2026-03-05,19:30,2,Completed,Phone,"Carlos Thomas",3,690,"",0,No
"Park On Fremont",2026-03-05,21:00,5,Completed,Instagram,"David Carter",1,583,"First Timer",0,No
"La Mona Rosa",2026-03-05,21:00,4,Completed,Google,"James Martinez",6,2470,"Regular; VIP",0,No
"La Mona Rosa",2026-03-05,19:30,5,Completed,Concierge,"Carlos Allen",12,7059,"Regular; VIP",0,No
"La Mona Rosa",2026-03-05,20:30,4,Completed,Instagram,"Carlos Smith",2,700,"",0,No
"La Mona Rosa",2026-03-05,21:00,3,Completed,Google,"Sarah Allen",1,214,"First Timer",0,No
"La Mona Rosa",2026-03-05,18:00,3,Completed,Instagram,"Ryan Allen",7,1869,"Regular",0,No
"La Mona Rosa",2026-03-05,22:00,4,Cancelled,Instagram,"Stephanie Martinez",3,1351,"",0,No
"La Mona Rosa",2026-03-05,23:00,5,Completed,Walk-in,"Robert King",2,1212,"",25,No
"La Mona Rosa",2026-03-05,22:00,4,Completed,Instagram,"Jennifer Garcia",1,416,"First Timer",0,No
"La Mona Rosa",2026-03-05,18:00,5,Cancelled,Google,"Lauren Lee",2,981,"",0,No
"La Mona Rosa",2026-03-05,18:00,2,Completed,Concierge,"Samantha Phillips",1,233,"First Timer",0,No
"La Mona Rosa",2026-03-05,19:30,3,Completed,Phone,"Jake King",3,746,"",0,No
"La Mona Rosa",2026-03-05,20:00,5,No Show,SevenRooms,"Alexis Smith",3,1810,"",0,Yes
"La Mona Rosa",2026-03-05,21:30,2,Completed,Instagram,"David Phillips",3,576,"",0,No
"La Mona Rosa",2026-03-05,22:30,4,Completed,Concierge,"Lauren King",1,321,"First Timer",0,No
"La Mona Rosa",2026-03-05,18:00,4,Completed,Concierge,"Stephanie Smith",5,2265,"VIP",0,No
"La Mona Rosa",2026-03-05,20:00,5,Completed,Google,"David Harris",1,495,"First Timer",0,No
"La Mona Rosa",2026-03-05,19:00,2,Completed,Google,"Stephanie Green",2,301,"",0,No
"La Mona Rosa",2026-03-05,18:30,2,Cancelled,SevenRooms,"Lauren Garcia",6,996,"Regular",0,No
"La Mona Rosa",2026-03-05,20:00,2,No Show,Concierge,"Rachel Robinson",3,414,"",0,Yes
"La Mona Rosa",2026-03-05,20:00,3,Completed,Walk-in,"Lauren Wright",2,568,"First Timer",16,No
"Doberman Drawing Room",2026-03-05,18:30,4,No Show,SevenRooms,"Jessica Brown",2,1543,"Birthday",0,Yes
"Doberman Drawing Room",2026-03-05,18:00,3,Completed,Concierge,"Ashley Harris",5,3135,"VIP",0,No
"Doberman Drawing Room",2026-03-05,21:30,3,No Show,SevenRooms,"Ryan Scott",2,1325,"",0,Yes
"Doberman Drawing Room",2026-03-05,19:00,4,Cancelled,SevenRooms,"Carlos Thomas",2,1349,"",0,No
"Doberman Drawing Room",2026-03-05,20:00,3,Completed,Walk-in,"Carlos Clark",6,3109,"Regular; VIP; VIP",5,No
"Doberman Drawing Room",2026-03-05,21:30,3,Completed,Walk-in,"Carlos Clark",4,1710,"",6,No
"Doberman Drawing Room",2026-03-05,22:00,4,Completed,Phone,"Kayla Lewis",5,2956,"VIP",0,No
"Doberman Drawing Room",2026-03-05,19:00,3,Completed,Google,"Amanda Garcia",7,3631,"Regular; VIP",0,No
"Doberman Drawing Room",2026-03-05,18:00,4,Completed,Phone,"Nicole Rodriguez",7,4194,"Regular; VIP",0,No
"We All Scream",2026-03-05,22:00,6,No Show,SevenRooms,"Austin Wilson",2,1149,"",0,Yes
"We All Scream",2026-03-05,19:00,5,Completed,Google,"Jake Johnson",3,1808,"Tourist",0,No
"We All Scream",2026-03-05,23:00,6,Completed,Phone,"James Hall",1,557,"First Timer",0,No
"We All Scream",2026-03-05,19:30,5,Completed,Walk-in,"David Clark",3,1621,"",20,No
"We All Scream",2026-03-05,18:30,6,Completed,SevenRooms,"Rachel Brown",6,3284,"Regular; VIP",0,No
"We All Scream",2026-03-05,22:00,4,Completed,Google,"Jordan Harris",7,2687,"Regular; VIP",0,No
"We All Scream",2026-03-05,18:30,4,Completed,Walk-in,"Samantha Clark",2,919,"",20,No
"We All Scream",2026-03-05,18:30,5,Completed,SevenRooms,"Michael Smith",1,482,"First Timer; First Timer",0,No
"We All Scream",2026-03-05,21:00,5,Completed,Concierge,"James King",3,1252,"",0,No
"Discopussy",2026-03-05,17:30,4,Cancelled,Instagram,"Jake Hill",2,750,"",0,No
"Discopussy",2026-03-05,21:00,4,Completed,Walk-in,"Carlos Mitchell",2,813,"Corporate",12,No
"Discopussy",2026-03-05,21:00,4,No Show,Instagram,"David Lee",3,811,"",0,Yes
"Discopussy",2026-03-05,22:30,5,No Show,Walk-in,"Ashley Nelson",2,768,"",11,Yes
"Discopussy",2026-03-05,22:30,6,Completed,Instagram,"Tyler Clark",1,681,"First Timer",0,No
"Discopussy",2026-03-05,17:30,5,Completed,Google,"Sarah Lee",10,3831,"Regular; VIP; First Timer",0,No
"Discopussy",2026-03-05,22:00,6,Completed,Walk-in,"Rachel Lee",3,1409,"",13,No
"Discopussy",2026-03-05,17:00,6,Completed,Walk-in,"Vanessa Brown",1,508,"First Timer",19,No
"Discopussy",2026-03-05,20:00,3,Completed,Google,"Kevin Nelson",8,2023,"Regular; VIP",0,No
"The Laundry Room",2026-03-06,22:30,2,Completed,Walk-in,"Samantha Walker",5,1791,"",0,No
"The Laundry Room",2026-03-06,23:00,3,Completed,Walk-in,"Kevin Phillips",1,511,"First Timer",0,No
"The Laundry Room",2026-03-06,23:00,3,Completed,Google,"Megan Garcia",2,1388,"",0,No
"The Laundry Room",2026-03-06,20:30,3,No Show,Phone,"Vanessa Green",2,1179,"",0,Yes
"The Laundry Room",2026-03-06,21:00,3,Completed,Walk-in,"Michael Scott",3,1314,"",0,No
"The Laundry Room",2026-03-06,20:00,3,Completed,Walk-in,"Austin Robinson",1,473,"First Timer",0,No
"The Laundry Room",2026-03-06,23:30,3,No Show,Google,"Chase Clark",6,3770,"Regular; VIP",0,Yes
"The Laundry Room",2026-03-06,22:30,3,Completed,Instagram,"Jessica Nelson",3,1645,"",0,No
"The Laundry Room",2026-03-06,22:30,2,Completed,Phone,"Brittany Harris",3,980,"",0,No
"The Laundry Room",2026-03-06,18:00,3,Completed,Instagram,"Tyler Phillips",2,1214,"",0,No
"The Laundry Room",2026-03-06,17:00,2,No Show,Phone,"Maria Carter",5,1719,"",0,Yes
"The Laundry Room",2026-03-06,19:00,2,Completed,Concierge,"Jennifer Young",6,1620,"Regular",0,No
"Commonwealth",2026-03-06,19:30,3,Completed,Walk-in,"Carlos Perez",2,405,"",13,No
"Commonwealth",2026-03-06,19:30,5,Completed,SevenRooms,"James Perez",2,1219,"",0,No
"Commonwealth",2026-03-06,17:00,4,Completed,Instagram,"Lauren Smith",2,908,"VIP",0,No
"Commonwealth",2026-03-06,23:00,5,Completed,SevenRooms,"Sarah Allen",1,610,"First Timer",0,No
"Commonwealth",2026-03-06,17:00,5,Completed,Instagram,"Alexis Thomas",3,1611,"Local",0,No
"Commonwealth",2026-03-06,21:30,5,Completed,Walk-in,"Ryan Brown",1,462,"First Timer",18,No
"Commonwealth",2026-03-06,18:30,5,Completed,Phone,"Tyler Brown",3,999,"",0,No
"Commonwealth",2026-03-06,22:00,3,Completed,Google,"Chase Garcia",2,610,"VIP",0,No
"Commonwealth",2026-03-06,19:00,4,Completed,Instagram,"Maria Harris",3,1004,"",0,No
"Commonwealth",2026-03-06,23:30,4,Completed,SevenRooms,"Derek Wilson",9,3602,"Regular; VIP; Bachelor/ette",0,No
"Commonwealth",2026-03-06,22:30,2,Completed,Concierge,"Stephanie Baker",2,287,"",0,No
"Commonwealth",2026-03-06,23:00,3,Completed,Walk-in,"Vanessa Nelson",2,526,"",14,No
"Commonwealth",2026-03-06,22:00,3,Completed,Google,"Amanda Nelson",2,438,"",0,No
"Commonwealth",2026-03-06,20:00,3,Completed,Walk-in,"Robert Thomas",3,1001,"",16,No
"Commonwealth",2026-03-06,22:00,3,Completed,Instagram,"Tyler Perez",3,642,"",0,No
"Commonwealth",2026-03-06,23:30,4,Completed,Instagram,"Vanessa Brown",6,1698,"Regular",0,No
"Commonwealth",2026-03-06,19:30,4,Completed,Phone,"Chase Robinson",7,2883,"Regular; VIP",0,No
"Commonwealth",2026-03-06,23:00,4,No Show,Concierge,"Travis Scott",2,916,"",0,Yes
"Commonwealth",2026-03-06,18:00,4,Completed,Phone,"David Martinez",9,3390,"Regular; VIP",0,No
"Commonwealth",2026-03-06,23:00,3,Completed,Phone,"Marcus Brown",1,296,"First Timer",0,No
"Commonwealth",2026-03-06,19:00,5,Completed,Walk-in,"Jennifer Smith",7,4087,"Regular; VIP",9,No
"Commonwealth",2026-03-06,23:30,4,Completed,Walk-in,"Marcus Allen",3,1241,"",17,No
"Park On Fremont",2026-03-06,20:00,4,Completed,Walk-in,"Ryan Garcia",1,305,"First Timer",26,No
"Park On Fremont",2026-03-06,22:30,3,Completed,Phone,"Ryan Lewis",10,2421,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,19:30,4,Completed,SevenRooms,"Kevin Johnson",8,3313,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,17:30,4,Completed,Walk-in,"Ashley Lewis",1,407,"First Timer",16,No
"Park On Fremont",2026-03-06,17:30,4,Completed,Instagram,"Nicole Smith",8,3725,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,19:30,4,Completed,Walk-in,"Ashley Wright",12,5739,"Regular; VIP",13,No
"Park On Fremont",2026-03-06,22:30,4,Completed,Google,"Samantha Hill",1,479,"First Timer",0,No
"Park On Fremont",2026-03-06,21:00,3,Completed,Walk-in,"Travis Hall",1,238,"First Timer",22,No
"Park On Fremont",2026-03-06,20:00,3,Completed,Instagram,"Ryan Baker",3,927,"",0,No
"Park On Fremont",2026-03-06,22:00,2,Completed,SevenRooms,"Alexis Mitchell",2,460,"",0,No
"Park On Fremont",2026-03-06,20:30,4,Completed,Google,"Derek Young",2,552,"",0,No
"Park On Fremont",2026-03-06,19:30,3,Completed,SevenRooms,"Samantha Carter",7,2188,"Regular; VIP; Local",0,No
"Park On Fremont",2026-03-06,23:00,2,Completed,Concierge,"Lauren Martinez",11,1639,"Regular",0,No
"Park On Fremont",2026-03-06,22:30,2,Completed,Walk-in,"Tyler Turner",10,1963,"Regular",19,No
"Park On Fremont",2026-03-06,17:30,3,Cancelled,Google,"Chase Lewis",2,718,"",0,No
"Park On Fremont",2026-03-06,19:00,4,Completed,Walk-in,"Jennifer Perez",1,448,"First Timer",14,No
"Park On Fremont",2026-03-06,18:30,5,Completed,Phone,"Stephanie Hall",9,4558,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,20:30,4,Completed,Instagram,"Jessica Davis",6,2026,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,21:00,3,Completed,SevenRooms,"Kevin Harris",2,730,"",0,No
"Park On Fremont",2026-03-06,21:30,5,Completed,Concierge,"Austin Walker",10,3644,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,18:30,4,Cancelled,SevenRooms,"Michael Allen",3,1265,"Influencer",0,No
"Park On Fremont",2026-03-06,18:00,2,Cancelled,Walk-in,"Jessica Lewis",7,1191,"Regular",13,No
"Park On Fremont",2026-03-06,17:30,5,Completed,Concierge,"Jessica Wright",3,1103,"",0,No
"Park On Fremont",2026-03-06,20:30,5,Cancelled,Walk-in,"Ryan Turner",2,763,"",25,No
"Park On Fremont",2026-03-06,19:00,3,Cancelled,Instagram,"Tyler Scott",3,649,"Birthday",0,No
"Park On Fremont",2026-03-06,19:30,4,Cancelled,Instagram,"David Carter",1,367,"First Timer",0,No
"Park On Fremont",2026-03-06,17:30,3,Cancelled,Concierge,"David Martinez",7,2412,"Regular; VIP",0,No
"Park On Fremont",2026-03-06,18:30,2,Completed,Google,"Kevin Phillips",2,461,"",0,No
"Park On Fremont",2026-03-06,21:00,3,Completed,Walk-in,"Brandon Roberts",3,864,"",15,No
"La Mona Rosa",2026-03-06,22:30,5,Completed,Phone,"Brittany Martinez",2,954,"",0,No
"La Mona Rosa",2026-03-06,22:30,3,No Show,Concierge,"Brittany Allen",6,2054,"Regular; VIP",0,Yes
"La Mona Rosa",2026-03-06,17:00,5,Completed,Phone,"Derek Scott",7,3851,"Regular; VIP",0,No
"La Mona Rosa",2026-03-06,21:00,4,No Show,Instagram,"Chase Lee",3,1357,"",0,Yes
"La Mona Rosa",2026-03-06,22:30,3,Completed,Concierge,"Samantha Mitchell",2,528,"",0,No
"La Mona Rosa",2026-03-06,17:00,3,Completed,Walk-in,"Samantha Harris",6,2015,"Regular; VIP",23,No
"La Mona Rosa",2026-03-06,17:30,5,Completed,Instagram,"Jessica Roberts",2,751,"Date Night",0,No
"La Mona Rosa",2026-03-06,19:30,3,Completed,Google,"David Baker",6,1662,"Regular",0,No
"La Mona Rosa",2026-03-06,23:30,3,Completed,Instagram,"Maria Harris",2,420,"",0,No
"La Mona Rosa",2026-03-06,21:00,3,Completed,Phone,"Lauren Wilson",3,806,"",0,No
"La Mona Rosa",2026-03-06,18:30,3,No Show,Concierge,"Michael Carter",1,277,"First Timer",0,Yes
"La Mona Rosa",2026-03-06,22:30,5,Completed,SevenRooms,"Lauren King",3,1486,"",0,No
"La Mona Rosa",2026-03-06,20:30,5,Completed,Instagram,"Jessica Anderson",9,4054,"Regular; VIP",0,No
"La Mona Rosa",2026-03-06,19:00,3,Completed,Phone,"Robert Hall",3,677,"",0,No
"La Mona Rosa",2026-03-06,20:00,3,Completed,Walk-in,"David Davis",12,4194,"Regular; VIP",21,No
"La Mona Rosa",2026-03-06,18:30,5,Completed,SevenRooms,"Kevin Davis",2,717,"",0,No
"La Mona Rosa",2026-03-06,19:30,3,Completed,Google,"James Lewis",2,738,"",0,No
"La Mona Rosa",2026-03-06,17:00,4,Completed,Concierge,"Alexis Mitchell",1,408,"First Timer",0,No
"La Mona Rosa",2026-03-06,20:30,4,Completed,Instagram,"Michael Turner",2,818,"",0,No
"La Mona Rosa",2026-03-06,20:00,2,Completed,Walk-in,"Ryan Allen",1,230,"First Timer",13,No
"La Mona Rosa",2026-03-06,20:30,5,Cancelled,Concierge,"Jennifer Garcia",2,1040,"",0,No
"Doberman Drawing Room",2026-03-06,18:30,2,Completed,Google,"Tyler Wilson",3,1243,"",0,No
"Doberman Drawing Room",2026-03-06,17:00,4,Completed,SevenRooms,"Austin Mitchell",10,8537,"Regular; VIP",0,No
"Doberman Drawing Room",2026-03-06,18:00,3,Completed,SevenRooms,"Sarah Clark",3,1385,"",0,No
"Doberman Drawing Room",2026-03-06,18:00,3,Completed,Concierge,"Kayla Baker",9,3877,"Regular; VIP",0,No
"Doberman Drawing Room",2026-03-06,18:30,4,Completed,Phone,"Tyler Rodriguez",4,2971,"VIP",0,No
"Doberman Drawing Room",2026-03-06,22:30,3,Completed,SevenRooms,"Marcus Roberts",1,682,"First Timer",0,No
"Doberman Drawing Room",2026-03-06,22:30,3,Completed,SevenRooms,"Stephanie Walker",11,5913,"Regular; VIP; Industry",0,No
"Doberman Drawing Room",2026-03-06,18:00,4,Completed,Instagram,"Jessica Wilson",2,1548,"",0,No
"Doberman Drawing Room",2026-03-06,23:30,3,No Show,Phone,"Sarah Robinson",2,885,"",0,Yes
"Doberman Drawing Room",2026-03-06,22:30,4,Completed,Concierge,"Ryan Hall",2,1699,"",0,No
"Doberman Drawing Room",2026-03-06,20:30,2,Completed,SevenRooms,"Travis Nelson",3,1162,"",0,No
"Doberman Drawing Room",2026-03-06,17:30,3,Completed,Walk-in,"Nicole Perez",2,1212,"",7,No
"Doberman Drawing Room",2026-03-06,19:00,2,Completed,Walk-in,"Carlos Harris",5,2208,"VIP",4,No
"Doberman Drawing Room",2026-03-06,20:30,4,Completed,Phone,"Robert Johnson",2,1277,"",0,No
"Doberman Drawing Room",2026-03-06,23:30,3,Completed,Instagram,"Michael Smith",1,398,"First Timer",0,No
"We All Scream",2026-03-06,19:30,6,Completed,Instagram,"Carlos Martinez",12,8397,"Regular; VIP",0,No
"We All Scream",2026-03-06,21:30,4,Completed,Instagram,"Ashley Johnson",2,634,"",0,No
"We All Scream",2026-03-06,23:30,5,Completed,Walk-in,"Rachel Johnson",1,422,"First Timer",32,No
"We All Scream",2026-03-06,17:30,7,Completed,Instagram,"Vanessa King",7,4012,"Regular; VIP",0,No
"We All Scream",2026-03-06,21:00,4,Completed,Concierge,"David Martinez",1,385,"First Timer",0,No
"We All Scream",2026-03-06,18:30,4,Completed,Phone,"Chase Green",2,697,"",0,No
"We All Scream",2026-03-06,19:30,7,No Show,Phone,"Tyler Perez",5,3730,"VIP",0,Yes
"We All Scream",2026-03-06,21:00,5,Completed,SevenRooms,"Amanda Anderson",1,483,"First Timer; Regular",0,No
"We All Scream",2026-03-06,23:00,5,Cancelled,Phone,"Michael Allen",1,502,"First Timer",0,No
"We All Scream",2026-03-06,21:30,7,Completed,Instagram,"Chase Young",3,2557,"VIP; VIP",0,No
"We All Scream",2026-03-06,21:30,6,Completed,Google,"Ryan Carter",10,5121,"Regular; VIP",0,No
"Discopussy",2026-03-06,18:00,3,Completed,Phone,"Michael Turner",2,651,"Birthday",0,No
"Discopussy",2026-03-06,17:30,6,No Show,Google,"Michael Lewis",1,618,"First Timer",0,Yes
"Discopussy",2026-03-06,22:00,6,Completed,Walk-in,"Megan Smith",8,5207,"Regular; VIP",22,No
"Discopussy",2026-03-06,17:30,5,Completed,Walk-in,"Michael Wright",2,817,"",22,No
"Discopussy",2026-03-06,20:30,6,No Show,Walk-in,"Lauren Rodriguez",3,2204,"VIP",13,Yes
"Discopussy",2026-03-06,22:30,3,Completed,Walk-in,"Tyler Johnson",6,1588,"Regular",24,No
"Discopussy",2026-03-06,19:00,5,Completed,Walk-in,"Carlos Rodriguez",2,952,"",15,No
"Discopussy",2026-03-06,23:30,3,Completed,SevenRooms,"Alexis Wright",2,603,"",0,No
"Discopussy",2026-03-06,19:30,6,Completed,Google,"Sarah Allen",2,906,"",0,No
"Discopussy",2026-03-06,17:00,3,Completed,SevenRooms,"Ashley Nelson",4,963,"",0,No
"Discopussy",2026-03-06,19:00,4,Completed,Walk-in,"Megan Young",2,636,"",18,No
"Discopussy",2026-03-06,22:30,6,Completed,SevenRooms,"Michael Scott",7,4761,"Regular; VIP",0,No
"Discopussy",2026-03-06,18:30,6,Completed,Google,"Marcus Garcia",2,1072,"",0,No
"The Laundry Room",2026-03-07,18:00,3,Completed,Google,"Kayla Phillips",1,640,"First Timer",0,No
"The Laundry Room",2026-03-07,22:00,3,No Show,SevenRooms,"Vanessa Robinson",1,420,"First Timer",0,Yes
"The Laundry Room",2026-03-07,23:30,3,No Show,Walk-in,"Austin Young",1,449,"First Timer",0,Yes
"The Laundry Room",2026-03-07,21:00,3,Completed,Phone,"Vanessa Allen",3,1146,"",0,No
"The Laundry Room",2026-03-07,18:00,2,Completed,Google,"Ashley Carter",2,869,"",0,No
"The Laundry Room",2026-03-07,18:30,3,Cancelled,Google,"Jennifer Brown",3,1663,"Influencer",0,No
"The Laundry Room",2026-03-07,22:30,2,Completed,Concierge,"Samantha Allen",2,585,"Industry",0,No
"The Laundry Room",2026-03-07,18:30,2,Completed,Phone,"David Scott",3,1275,"",0,No
"The Laundry Room",2026-03-07,19:00,3,Completed,Walk-in,"Sarah Mitchell",11,6742,"Regular; VIP",0,No
"The Laundry Room",2026-03-07,20:30,2,Completed,Walk-in,"Brandon Scott",8,2869,"Regular; VIP; Local",0,No
"Commonwealth",2026-03-07,23:30,4,Completed,Concierge,"Maria Mitchell",3,1173,"",0,No
"Commonwealth",2026-03-07,23:30,4,Completed,Google,"Austin Lee",4,1565,"",0,No
"Commonwealth",2026-03-07,20:00,3,Completed,Walk-in,"Brittany Martinez",8,2376,"Regular; VIP",16,No
"Commonwealth",2026-03-07,17:30,5,Completed,Google,"Sarah Phillips",1,348,"First Timer",0,No
"Commonwealth",2026-03-07,23:30,4,Completed,Walk-in,"Michael Wright",3,1413,"",15,No
"Commonwealth",2026-03-07,20:00,3,Completed,Instagram,"Derek Harris",3,1049,"",0,No
"Commonwealth",2026-03-07,17:30,3,No Show,Instagram,"Austin Allen",2,685,"",0,Yes
"Commonwealth",2026-03-07,17:30,3,Completed,Instagram,"Jordan Harris",7,2202,"Regular; VIP",0,No
"Commonwealth",2026-03-07,20:30,5,Completed,Walk-in,"Jessica Mitchell",1,498,"First Timer",8,No
"Commonwealth",2026-03-07,18:30,5,Completed,SevenRooms,"Jennifer Hill",2,723,"",0,No
"Commonwealth",2026-03-07,19:30,4,Cancelled,Google,"Jessica Smith",1,406,"First Timer; Date Night",0,No
"Commonwealth",2026-03-07,17:30,4,Completed,Google,"Vanessa Carter",2,861,"",0,No
"Commonwealth",2026-03-07,19:30,3,No Show,Phone,"Jordan Wright",1,361,"First Timer",0,Yes
"Commonwealth",2026-03-07,23:00,5,Completed,Concierge,"Nicole Carter",9,4472,"Regular; VIP",0,No
"Commonwealth",2026-03-07,17:30,5,Completed,Google,"Nicole Rodriguez",2,1052,"",0,No
"Commonwealth",2026-03-07,21:30,3,Completed,SevenRooms,"Jessica Walker",2,657,"",0,No
"Commonwealth",2026-03-07,20:30,5,No Show,Google,"Alexis Baker",3,1131,"",0,Yes
"Commonwealth",2026-03-07,18:30,3,Completed,Phone,"Lauren Baker",6,2206,"Regular; VIP",0,No
"Commonwealth",2026-03-07,18:30,4,Completed,Google,"Rachel Martinez",9,3796,"Regular; VIP",0,No
"Commonwealth",2026-03-07,21:30,3,Completed,Concierge,"Vanessa Nelson",3,656,"",0,No
"Commonwealth",2026-03-07,22:00,5,No Show,Google,"Jake Green",2,783,"Bachelor/ette",0,Yes
"Commonwealth",2026-03-07,17:30,5,Completed,Concierge,"Ryan Allen",3,1466,"",0,No
"Commonwealth",2026-03-07,19:30,3,Completed,Google,"Samantha Clark",3,1107,"",0,No
"Commonwealth",2026-03-07,19:30,5,Completed,Walk-in,"Megan Hall",2,814,"",20,No
"Commonwealth",2026-03-07,18:30,3,Completed,Walk-in,"Jessica Phillips",9,2860,"Regular; VIP",22,No
"Commonwealth",2026-03-07,21:00,5,No Show,Phone,"Ryan Lewis",6,2854,"Regular; VIP",0,Yes
"Commonwealth",2026-03-07,20:30,5,No Show,Instagram,"Nicole Walker",9,3204,"Regular; VIP",0,Yes
"Park On Fremont",2026-03-07,21:00,4,Completed,Instagram,"Amanda Hall",2,589,"",0,No
"Park On Fremont",2026-03-07,21:00,3,Completed,Walk-in,"Michael Johnson",6,1387,"Regular",28,No
"Park On Fremont",2026-03-07,23:00,5,Completed,Phone,"Carlos Robinson",1,487,"First Timer; Regular",0,No
"Park On Fremont",2026-03-07,19:00,3,Completed,Walk-in,"Derek Baker",9,2780,"Regular; VIP",19,No
"Park On Fremont",2026-03-07,23:00,3,Completed,Walk-in,"Michael Mitchell",1,313,"First Timer",27,No
"Park On Fremont",2026-03-07,20:30,4,Cancelled,Walk-in,"Brittany Johnson",5,2114,"VIP",18,No
"Park On Fremont",2026-03-07,20:00,4,Completed,Phone,"Ryan Smith",1,300,"First Timer",0,No
"Park On Fremont",2026-03-07,23:30,4,Cancelled,Google,"Jennifer Garcia",3,972,"",0,No
"Park On Fremont",2026-03-07,22:30,3,Cancelled,Google,"Jessica Harris",2,737,"",0,No
"Park On Fremont",2026-03-07,22:00,4,No Show,SevenRooms,"Amanda Phillips",1,418,"First Timer",0,Yes
"Park On Fremont",2026-03-07,19:00,2,Completed,Concierge,"Jake Scott",2,458,"",0,No
"Park On Fremont",2026-03-07,19:30,5,Completed,Phone,"Jake Harris",3,1010,"",0,No
"Park On Fremont",2026-03-07,19:30,3,Completed,Google,"Jessica Hill",3,906,"First Timer",0,No
"Park On Fremont",2026-03-07,21:00,4,Completed,Concierge,"Brandon Roberts",2,610,"",0,No
"Park On Fremont",2026-03-07,17:00,4,Cancelled,Walk-in,"Sarah Smith",3,843,"",14,No
"Park On Fremont",2026-03-07,22:30,4,Completed,SevenRooms,"Alexis Scott",2,772,"",0,No
"Park On Fremont",2026-03-07,17:00,3,Completed,Instagram,"Nicole Brown",11,3160,"Regular; VIP",0,No
"Park On Fremont",2026-03-07,17:30,3,Cancelled,Concierge,"Ryan Young",11,3263,"Regular; VIP",0,No
"Park On Fremont",2026-03-07,22:30,4,Completed,SevenRooms,"Jake Rodriguez",2,906,"",0,No
"Park On Fremont",2026-03-07,18:00,2,Completed,Walk-in,"Travis Hill",1,209,"First Timer",14,No
"Park On Fremont",2026-03-07,19:30,3,Completed,Phone,"Jennifer Scott",3,804,"",0,No
"Park On Fremont",2026-03-07,22:30,3,Completed,Phone,"James Turner",2,567,"Birthday",0,No
"Park On Fremont",2026-03-07,19:00,5,Completed,Instagram,"Sarah Wright",3,1623,"",0,No
"Park On Fremont",2026-03-07,22:30,4,Completed,Phone,"Jake Carter",9,3051,"Regular; VIP",0,No
"Park On Fremont",2026-03-07,18:00,3,Cancelled,SevenRooms,"Kevin Johnson",2,720,"First Timer",0,No
"Park On Fremont",2026-03-07,22:30,4,Completed,SevenRooms,"Ashley Martinez",2,605,"VIP",0,No
"Park On Fremont",2026-03-07,18:30,3,Completed,Concierge,"Robert Green",2,460,"",0,No
"Park On Fremont",2026-03-07,17:00,3,Completed,Instagram,"Stephanie Walker",3,634,"",0,No
"Park On Fremont",2026-03-07,20:30,4,Completed,Google,"Alexis Johnson",2,943,"Industry",0,No
"Park On Fremont",2026-03-07,20:00,3,Completed,SevenRooms,"Jordan Garcia",2,739,"",0,No
"Park On Fremont",2026-03-07,23:00,5,No Show,Concierge,"James Hill",1,438,"First Timer",0,Yes
"Park On Fremont",2026-03-07,23:30,4,Completed,Phone,"David Garcia",1,267,"First Timer",0,No
"Park On Fremont",2026-03-07,21:30,4,Completed,Instagram,"Lauren Nelson",2,701,"Industry",0,No
"Park On Fremont",2026-03-07,22:30,4,Completed,Instagram,"Brittany Wilson",2,754,"",0,No
"Park On Fremont",2026-03-07,22:30,3,Completed,SevenRooms,"Rachel Mitchell",3,1050,"Tourist",0,No
"Park On Fremont",2026-03-07,19:30,4,Completed,Concierge,"Austin Davis",2,541,"",0,No
"La Mona Rosa",2026-03-07,17:30,5,Completed,Walk-in,"Brandon Young",2,781,"",22,No
"La Mona Rosa",2026-03-07,23:30,4,Completed,Phone,"Stephanie Garcia",9,2762,"Regular; VIP",0,No
"La Mona Rosa",2026-03-07,21:30,2,Completed,Concierge,"Amanda Lewis",3,617,"Influencer",0,No
"La Mona Rosa",2026-03-07,19:00,4,Completed,Instagram,"Amanda Lee",6,2838,"Regular; VIP",0,No
"La Mona Rosa",2026-03-07,23:00,5,Completed,Concierge,"Samantha Walker",1,585,"First Timer",0,No
"La Mona Rosa",2026-03-07,21:00,2,Completed,Concierge,"David Carter",2,421,"",0,No
"La Mona Rosa",2026-03-07,19:00,3,Completed,Instagram,"Lauren Thomas",8,2388,"Regular; VIP",0,No
"La Mona Rosa",2026-03-07,19:30,5,No Show,SevenRooms,"Michael Wilson",2,1218,"",0,Yes
"La Mona Rosa",2026-03-07,22:00,3,Completed,Phone,"Samantha Hall",2,524,"",0,No
